recipe_id,Recipe Name,Prep Time,Cook Time,Meal Types,Dietary Types,Calories,Fat,Carbohydrate,Protein,Ingredients,steps,Serving Size
318,Sloppy Janes,10,30,"['Lunch', 'Dinner']","['Low-Carb', 'Low-Sodium']",247,7,31,0,"['2 cup canned crushed tomatoes', '1/2 tsp black pepper', '2 tbsp Dijon Mustard', '1 medium onion', '1 lbs lean ground turkey', '1 tbsp tomato paste', '1 Nonstick cooking spray', '1 clove garlic', '1 tbsp hot sauce', '1 medium red bell pepper', '1 tbsp honey or 2 packets artificial sweetener', '8 whole wheat hamburger buns']","['A  spray oil to a nonstick skillet over medium-high heat.', 'A put the onion, red bell pepper and garlic. SautÈ for 5 minutes, stirring frequently.', 'A put the turkey and sautÈ for 5-7 minutes, stirring frequently until the turkey is cooked through', 'A put the tomato paste, Dijon mustard, hot sauce, tomatoes, honey and ground black pepper. Simmer for 5 minutes, stirring frequently.', 'Toast the hamburger buns. Fill each bun with 1/2 cup of turkey mixture to make 8 sandwiches. Optional: Top each sandwich with lettuce, red onion, or pickles for a crisp.']",8
319,Salmon Croquettes with Yogurt-Horseradish Sauce,20,20,"['Lunch', 'Dinner']","['Low-Carb', 'Low-Sodium']",207,7,15,22,"['1/2 cup fat-free plain yogurt', '2 tbsp chopped fresh parsley', '1 tbsp horseradish', '1 tbsp grated onion', '1 14.5-oz can canned boneless, skinless salmon', '1/2 cup chopped red bell pepper', '1/3 cup crushed whole-grain crispbread', '1/4 cup chopped red onion', '1 egg', '1 1/2 tsp fresh dill or 1/2 tsp dried dill', '1/4 tsp black pepper', '2 tsp canola oil']","['In a small bowl, stir together the yogurt, parsley, horseradish, and grated onion. Cover and refrigerate.', 'In a medium bowl, whisk together the canned salmon, bell pepper, crispbread, onion, egg, dill, and black pepper. Shape into 6 patties, each about 3 inches in diameter.', 'In a large skillet, heat the oil over medium-high heat, swirling to coat the bottom. Cook the croquettes for 2-3 minutes on each side, or until golden brown.', 'Transfer the croquettes to plates. Spoon the sauce alongside or on top of the croquettes.']",6
320,No Noodle Zucchini Lasagna,0,95,['Dinner'],"['Vegetarian', 'Low-Carb']",77,4,5,6,"['2 tbsp olive oil', '5 clove garlic', '1 28-oz can good-quality canned tomatoes preferably packed in its own juice, drained, liquid reserved', '5 fresh basil leaves with stems', '1/4 tsp Kosher Salt', '1/4 tsp freshly ground black pepper', '1/4 tsp ground red pepper flakes', '3 large zucchini', '16 oz firm tofu', '1/2 cup fresh parsley', '1 Juice of 1/2 lemon', '2 tsp lemon zest', '1 clove garlic', '1 cup ricotta cheese', '1 cup mozzarella cheese', '1 eggs', '1/4 tsp Kosher Salt', '1/4 tsp freshly ground black pepper', '1/4 cup Parmesan or Romano cheese']","['Line two baking sheets with parchment paper and set aside.', 'Heat the olive oil and garlic in a large skillet with a lid over low heat do not use a deep pot, as you want the water to quickly evaporate and the sauce to become thick. Cook the garlic for about 6-7 minutes, stirring occasionally.', 'Meanwhile, put the drained tomatoes to a deep bowl. Crush the tomatoes with your hands, until coarse. put the tomatoes and basil to the skillet and simmer, uncovered, for 20-25 minutes until thick. put some of the reserved liquid from the can of tomatoes if the sauce is too thick.', 'First heat the oven to 400F. As the sauce simmers, slice the zucchini lengthwise into 1/8-inch thick slices with a knife or mandolin. Arrange the zucchini on the prepared baking sheet. Sprinkle the zucchini lightly with salt. Bake the zucchini for about 10-12 minutes until lightly browned. Remove the zucchini from the oven. Gently roll up the zucchini slices in a towel to get rid of the excess moisture, or just use paper toweling and blot very well. Be careful to keep the slices intact. put in the salt, pepper, and crushed red pepper if using to the tomato sauce.', 'In a food processor or blender, process the tofu, parsley, lemon juice, lemon zest, and garlic until smooth. put to a large bowl and whisk in the ricotta cheese, mozzarella cheese, egg, salt, and pepper.', 'Pour about 1/3 cup of the marinara sauce over the bottom of a 9 X 12 baking wok. put a layer of zucchini slices, overlapping them slightly. put 1/3 of the filling mixture over the zucchini, spreading evenly with a spatula. put about 1/3 of the remaining marinara sauce over the tofu cheese filling. Repeat the layering process until all ingredients are used up, finishing with marinara sauce. Sprinkle the top of the lasagna with the Parmesan or Romano cheese.', 'Cover loosely with foil and bake for 35 minutes. Remove the cover and bake for 15 minutes more. Remove the lasagna from the oven, let stand at room temperature for 10-15 minutes so lasagna can settle and it will be easier to cut. Cut into squares.']",18
321,Cajun-Style Corn Soup,30,90,"['Lunch', 'Dinner']","['Low-Carb', 'Low-Sodium']",227,7,28,16,"['1 tbsp canola oil', '1 1/2 cup onion', '5 stalks green onions', '1 cup green bell pepper', '2 clove garlic', '1/2 cup all-purpose flour', '5 cup water', '4 boneless, skinless chicken thighs', '1 14.5 oz can canned diced tomatoes', '2 cup fresh tomatoes', '6 oz no-salt-puted tomato paste', '1/8 tsp salt', '1/8 tsp black pepper', '12 oz reduced fat turkey sausage crumbles, such as Jimmy Dean', '32 oz frozen corn', '4 oz lean cooked ham']","['Heat the oil in a large soup pot and saute the onion, green onion, bell pepper, and garlic until tender. put the flour and cook, stirring constantly, until bubbly.', 'put the water, chicken, diced tomatoes and juice, fresh tomatoes, tomato paste, salt, and pepper.', 'put the sausage to the soup pot, along with the corn and ham. Bring to a boil, stirring frequently.', 'Reduce the heat to low and simmer, uncovered, for 1 hour, stirring occasionally.']",12
322,Chili Lime Corn on the Cob,10,30,['Sides'],"['Low-Sodium', 'Vegetarian', 'Gluten-Free']",127,4,23,4,"['1 lime', '2 tbsp light trans-fat-free margarine', '1 tsp chili powder', '4 medium ears corn on the cob']","['First heat the grill to medium-high.', 'In a small bowl, whisk together the lime juice, lime zest, margarine, and chili powder.', 'Using a spoon and your hands, spread the margarine mixture evenly over the 4 ears of corn.', 'Wrap the corn individually in aluminum foil. Grill 20 minutes, turning frequently. Serve hot.']",4
323,Garlic Pita Crisps,0,0,"['Snacks', 'Sides']","['Low-Sodium', 'Vegetarian']",53,1,12,2,"['2 tbsp garlic powder', '1 Nonstick vegetable oil cooking spray', '6 whole wheat pita']","['First heat the oven to 350 degrees F. Cut each pita into 8 equal wedges. Separate each wedge into 2 pieces.', 'Coat both sides of the pita wedges lightly with nonstick vegetable spray and place in a single layer on large rimmed baking sheets sprinkle with the garlic powder. Bake for 15 minutes, or until golden and crisp.', 'Allow the crisps to cool serve immediately, or store in an airtight container until ready to use.']",16
324,Gluten-Free Chocolate Mug Cake,10,11,['Desserts'],"['Vegetarian', 'Gluten-Free']",167,9,23,5,"['1 tbsp gluten-free flour', '1 tbsp old-fashioned rolled oats', '1 tbsp unsweetened cocoa powder', '1/8 tsp baking powder', '1 pinch salt', '4 packet Truvia or other sugar substitute', '2 1/2 tbsp skim milk', '1 1/2 tsp olive oil', '1 tbsp water', '1/8 tsp vanilla extract', '1/2 cup raspberries']","['In a large mug, whisk together flour, oats, cocoa powder, baking powder, salt and Truvia. put in milk, oil, water and vanilla. Stir to whisk well.', 'Microwave for 1 minute to 1 minute 30 seconds. Serve with fresh raspberries.']",1
325,Jawokese Cucumber Salad,20,0,['Sides'],"['Low-Sodium', 'Vegetarian', 'Low-Carb', 'Gluten-Free']",117,9,8,1,"['1 medium cucumber', '2 tbsp rice vinegar', '1 tbsp olive oil', '1 tsp honey or 1/2 packet artificial sweetener', '1/4 tsp salt', '1 tbsp sesame seeds']","['Peel the cucumbers to leave alternating green stripes. Slice the cucumbers in half lengthwise and scrape the seeds out with a spoon.', 'Using a mandolin, food processor, or knife, slice the cucumber into very thin slices.', 'In a medium bowl, whisk together the vinegar, canola oil, Splenda or Stevia, and salt optional.', 'Toss the cucumbers and sesame seeds in the dressing and serve.']",2
326,Low-Sodium Sugar-Free Pickles,20,0,"['Snacks', 'Sides']","['Low-Sodium', 'Vegetarian', 'Low-Carb']",12,0,4,0,"['1 1/2 cup white vinegar', '1 tsp black peppercorns', '1 tsp coriander seeds', '1 tbsp dried dill', '2 tbsp stevia', '1/2 tsp salt', '1/4 tsp crushed red pepper flakes', '2 cucumber', '1/2 onion', '2 clove garlic']","['Combine vinegar, peppercorns, coriander seeds, dill, Stevia, salt, and pepper flakes optional in a medium saucewok over high heat. Bring to a boil. Then turn off the heat and set aside.', 'Combine the cucumbers, onions, and garlic, and tightly pack into a quart-sized glass jar with a lid or a Tupperware container with a lid. Pour the hot liquid over the cucumbers and onions, and ensure all vegetables are completely submerged.', 'Close the lid tightly and refrigerate for at least 1 day before serving.']",10
327,Pulled Chicken with Cilantro Lime,20,190,"['Lunch', 'Dinner']",['Low-Carb'],147,3,5,25,"['1 small red onion', '1/4 cup lime juice', '1/4 tsp salt', '1 lbs boneless, skinless chicken breasts', '1 tsp chili powder', '1/2 tsp ground cumin', '1 cup low sodium chicken broth', '1 lime']","['In a medium bowl, stir together the onion, lime juice, and salt. Cover with plastic wrap and set aside at room temperature for 3 to 5 hours, while the chicken cooks.', 'Place the chicken in a medium slow cooker. Sprinkle with the chili powder and cumin. Pour the chicken broth around the chicken. Cover and cook on low for 3 to 5 hours or until chicken reaches a temperature of 165 degrees F.', 'Remove the chicken from the slow cooker and using the tines of two forks, shred the chicken. Place the chicken in a bowl and toss with the onion lime mixture. Serve with lime wedges.', 'Electric pressure cooker variation: Prepare the onion lime mixture as above. Place the chicken in the pressure cooker. Sprinkle with chili powder and cumin. Pour the chicken broth around the chicken. Secure the lid. Cook on high pressure for 6 minutes. Allow the pressure to release naturally for 5 minutes, then quickly release the remaining pressure. Proceed as above.']",4
328,Air Fryer Crisp Egg Cups,10,23,['Breakfast'],['Low-Carb'],147,8,6,12,"['1 nonstick cooking spray', '4 slice whole wheat bread', '1 1/2 tbsp trans-fat free tub margarine', '1 slice about 2 oz deli style ham', '4 large eggs', '1/8 tsp salt', '1/8 tsp black pepper']","['First heat the air fryer, with the air fryer basket in place, to 375F.', 'Spray 4 8-ounce oven-proof custard cups or ramekins with nonstick cooking spray.', 'Remove the crusts from the bread and discard or save for other use. Spread one side of the bread with the margarine. Place the bread, margarine-side-down into a ramekin and press gently to shape the bread to the cup. Repeat three more times. Slice the ham into strips about 1 Å û2-inch wide. Place the strips in a single layer in the cups. Crack one egg into each cup. Sprinkle with salt and pepper.', 'Place the filled, uncovered custard cups in the air fryer basket. Air fry for 10-13 minutes or until the eggs are softly set or done as desired. Carefully remove the ramekin from the air fryer basket. Using a hot pad, hold the cup carefully and run a knife around the sides to transfer to a plate.']",4
329,Frozen Yogurt Fruit Pops,10,0,"['Snacks', 'Desserts']","['Low-Sodium', 'Vegetarian', 'Low-Carb']",52,3.5,5,2,"['1/4 cup pecans', '12 cake pop sticks', '1/2 cup blueberry Greek yogurt', '12 strawberries', '1 Wax paper']","['Line a small baking sheet with wax paper. Set aside.', 'Insert the cake pop sticks into the top part of the strawberry. Do not pierce through the end of the strawberry.', 'Dip each strawberry in the yogurt, shaking so that each strawberry is thinly coated. Use a spoon to help coat the strawberries if needed.', 'Sprinkle 1 Tsp. of pecans over each coated strawberry.', 'Place the strawberry pops on the baking sheet and freeze for 1-2 hours or until the yogurt is frozen. Once the pops are frozen, remove from the wax paper and serve or put in a freezer zip top bag.']",6
330,Gluten-Free Blueberry Corn Muffins,20,0,['Breakfast'],['Gluten-Free'],137,3.5,26,3,"['1 nonstick cooking spray', '1 package gluten-free cornbread whisk', '1 3/4 cup low-fat buttermilk', '1/4 cup canola oil', '1 eggs', '2 egg whites', '1/2 lemon', '1/4 cup Splenda Sugar Blend', '1/2 tsp vanilla extract', '1 1/2 cup blueberries']","['*Many regular cornbread whiskes contain flour and are not gluten-free. If you are following a gluten-free diet, make sure that your cornbread whisk is gluten-free.', 'First heat oven to 375 degrees. Line muffin tins with 22 muffin papers and spray with cooking spray.', 'In a large bowl combine cornbread whisk, buttermilk, oil, egg, egg whites, lemon juice and 1/4 cup of Splenda Sugar Blend. whisk with an electric whisker on low speed until blended. whisk on high for 30 seconds.', 'Gently fold blueberries into muffin batter.', 'Spoon about 1/4 cup batter or less into each muffin cup. Sprinkle 1 Tbsp. Splenda Sugar Blend on top of muffins evenly divided.', 'Bake for 22 minutes or lightly browned on top. Cool on a wire rack.']",22
331,Parmesan Crusted Chicken,20,0,"['Lunch', 'Dinner']","['Low-Carb', 'Gluten-Free']",197,4.5,10,28,"['1 nonstick cooking spray', '1/2 cup cornmeal', '1/3 cup Parmesan cheese', '1/2 tsp garlic powder', '1/4 tsp black pepper', '3 egg whites', '1 1/2 lbs boneless, skinless chicken breasts']","['First heat oven to 425 degrees F. Spray a baking sheet with cooking spray.', 'In a shallow dish, whisk together cornmeal, Parmesan cheese, garlic powder and black pepper.', 'In another shallow baking dish, whisk together egg whites.', 'Dip chicken breast strip in egg mixture and then drench in cornmeal mixture. Coat well and place on baking sheet. Repeat procedure for all chicken strips.', 'Spray chicken strips with cooking spray. Bake15-20 minutes or until done turn chicken pieces over half way through cooking time.']",6
332,Veggie Breakfast Wrap,10,18,['Breakfast'],['Vegetarian'],207,12,14,20,"['2 tsp olive oil or other vegetable oil', '1 cup sliced mushrooms', '2 eggs', '1/2 cup egg white or egg substitute', '1 cup, firmly packed spinach or other greens', '2 tbsp chopped scallions or other onion', '1 nonstick cooking spray', '2 whole wheat, low-carb flour tortillas, such as La Tortilla Factory', '2 tbsp salsa']","['put olive oil to the skillet over medium heat. put mushrooms and saute until nicely brown at edges about 3 minutes, set aside.', 'Beat eggs with egg whites or egg substitute in medium sized bowl, using a whisker or by hand, until blended. Stir in shredded spinach, and scallions. You could also puted fresh or dried herbs such as basil or parsley for moe flavor.', 'Begin heating medium/large nonstick skillet over medium-low heat. Coat wok generously with cooking spray. Pour in egg mixture and continue to scramble the mixture as it cooks using a spatula. When eggs are cooked to your liking, turn off the heat and stir in mushrooms.', 'Spread half of the egg mixture down the center of each tortilla. top each with 1 tablespoon fresh salsa or other sauce of your choice. Garnish with putitional toppings like avocado slices, bell pepper or tomato if desired, then roll it up to make a wrap.']",2
